ward,district,Size,Rooms,Toilets,Floors,Type,FurnishingSell,Characteristics,Urgent,Price
Xã Bình Chánh,Huyện Bình Chánh,96.5,3,2,0,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,830000000.0
Phường Tân Thuận Tây,Quận 7,56.0,3,0,0,"Nhà ngõ, hẻm",,,0,6600000000.0
Phường 11,Quận Gò Vấp,117.4,8,6,5,Nhà biệt thự,Hoàn thiện cơ bản,Hẻm xe hơi,1,12800000000.0
Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức,102.4,6,6,0,"Nhà ngõ, hẻm",,Nhà nở hậu,0,6000000000.0
Phường 10,Quận Tân Bình,17.0,2,2,2,"Nhà ngõ, hẻm",,Nhà nở hậu,0,2100000000.0
Phường Thạnh Xuân,Quận 12,33.0,2,2,0,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,1150000000.0
Phường 12,Quận Gò Vấp,72.0,4,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6900000000.0
Xã Phong Phú,Huyện Bình Chánh,86.0,2,3,1,Nhà phố liền kề,Nội thất đầy đủ,Hẻm xe hơi,1,899000000.0
Phường Hòa Thạnh,Quận Tân Phú,123.0,10,0,0,"Nhà mặt phố, mặt tiền",,,0,15500000000.0
Phường 14,Quận 10,26.0,2,3,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5750000000.0
Phường Tân Tạo,Quận Bình Tân,40.0,2,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,2260000000.0
Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,89.0,3,2,2,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,9500000000.0
Phường Tân Thuận Đông,Quận 7,60.0,6,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4650000000.0
Phường 2,Quận 10,30.0,4,0,0,Nhà phố liền kề,,Hẻm xe hơi,0,6500000000.0
Phường 5,Quận Phú Nhuận,41.0,4,0,4,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,7400000000.0
Phường Bình Trị Đông A,Quận Bình Tân,64.0,3,2,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4300000000.0
Phường Bình Trị Đông A,Quận Bình Tân,64.0,3,2,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4250000000.0
Phường 10,Quận Gò Vấp,78.0,3,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,8199999999.999999
Phường 5,Quận 8,40.3,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,4600000000.0
Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,74.0,5,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8900000000.0
Phường 25,Quận Bình Thạnh,53.0,4,0,3,"Nhà mặt phố, mặt tiền",,,0,10500000000.0
Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức,60.8,3,2,2,"Nhà ngõ, hẻm",Bàn giao thô,Nhà nở hậu,0,5200000000.0
Phường Bình Thuận,Quận 7,48.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,2700000000.0
Phường Bình Hưng Hòa,Quận Bình Tân,64.0,3,2,2,"Nhà mặt phố, mặt tiền",,,0,4600000000.0
Phường Hiệp Thành,Quận 12,20.0,2,2,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,850000000.0
Phường Hiệp Thành,Quận 12,26.0,2,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,780000000.0
Phường Bình Trị Đông,Quận Bình Tân,35.0,2,2,1,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,1980000000.0
Phường Tân Thuận Tây,Quận 7,54.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,4500000000.0
Phường Tân Tạo,Quận Bình Tân,60.0,5,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6100000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,40.0,3,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3100000000.0
Phường Tân Thới Hiệp,Quận 12,108.0,3,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5600000000.0
Phường Tân Hưng,Quận 7,33.0,2,1,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,3350000000.0
Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,100.0,4,3,3,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Hẻm xe hơi,0,14000000000.0
Xã Nhơn Đức,Huyện Nhà Bè,49.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,2500000000.0
Xã Thới Tam Thôn,Huyện Hóc Môn,58.5,2,1,2,"Nhà ngõ, hẻm",,,0,2650000000.0
Xã Tân Phú Trung,Huyện Củ Chi,100.0,8,0,0,"Nhà ngõ, hẻm",Bàn giao thô,,0,790000000.0
Phường Bình Trị Đông,Quận Bình Tân,30.0,2,2,2,"Nhà ngõ, hẻm",,,1,2990000000.0
Phường Hiệp Thành,Quận 12,100.0,4,0,0,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,7150000000.0
Phường Tân Thuận Tây,Quận 7,60.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6600000000.0
Phường Phú Thuận,Quận 7,70.0,4,0,0,"Nhà ngõ, hẻm",,,0,4380000000.0
Phường Thạnh Xuân,Quận 12,127.0,4,5,2,Nhà biệt thự,Nội thất cao cấp,,0,8500000000.0
Xã Phước Kiển,Huyện Nhà Bè,80.0,4,0,0,"Nhà ngõ, hẻm",,,0,8500000000.0
Phường 12,Quận Bình Thạnh,40.0,4,4,3,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,0,8900000000.0
Phường Phú Mỹ,Quận 7,24.0,2,3,4,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,1500000000.0
Phường 10,Quận Gò Vấp,40.0,2,2,0,"Nhà ngõ, hẻm",,Nhà nở hậu,0,3650000000.0
Phường 10,Quận 8,124.0,4,4,4,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Nhà nở hậu,0,10500000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,45.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4099999999.9999995
Phường 5,Quận Tân Bình,59.0,3,3,3,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,7100000000.0
Phường 4,Quận Gò Vấp,68.0,1,1,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,8199999999.999999
Phường Bình Hưng Hoà B,Quận Bình Tân,40.0,4,3,3,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,2600000000.0
Xã Tân Kiên,Huyện Bình Chánh,75.0,3,2,1,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,1,900000000.0
Phường Tân Thới Nhất,Quận 12,71.0,3,1,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,1,3800000000.0
Phường 14,Quận Tân Bình,75.0,4,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,14000000000.0
Phường 14,Quận 6,32.0,2,2,2,"Nhà ngõ, hẻm",,,0,2400000000.0
Phường 10,Quận Gò Vấp,44.0,4,0,0,"Nhà ngõ, hẻm",,,0,3000000000.0
Xã Hưng Long,Huyện Bình Chánh,80.0,2,0,0,"Nhà ngõ, hẻm",,,1,870000000.0
Phường Tân Quý,Quận Tân Phú,31.5,2,2,4,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,0,5950000000.0
Phường Thạnh Xuân,Quận 12,40.0,3,3,0,"Nhà mặt phố, mặt tiền",,,0,1380000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,56.0,4,3,4,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,4950000000.0
Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,120.0,4,5,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",1,7900000000.0
Phường Tân Chánh Hiệp,Quận 12,98.0,4,5,0,Nhà biệt thự,Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,10490000000.0
Phường Tân Chánh Hiệp,Quận 12,84.0,2,2,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4250000000.0
Xã Tân Xuân,Huyện Hóc Môn,30.0,2,0,0,"Nhà ngõ, hẻm",,,1,745000000.0
Xã Tân Thới Nhì,Huyện Hóc Môn,90.0,4,2,0,"Nhà ngõ, hẻm",,,0,1650000000.0
Xã Bình Chánh,Huyện Bình Chánh,50.0,2,3,22,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,1100000000.0
Phường Bình Trị Đông B,Quận Bình Tân,100.0,4,5,3,Nhà phố liền kề,,,0,11500000000.0
Phường Tây Thạnh,Quận Tân Phú,47.2,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,3500000000.0
Xã Tân Phú Trung,Huyện Củ Chi,100.0,5,5,1,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,690000000.0
Phường Tân Chánh Hiệp,Quận 12,90.0,5,4,4,Nhà phố liền kề,Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,8900000000.0
Phường Bình Trị Đông A,Quận Bình Tân,80.0,3,3,1,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,6300000000.0
Phường Tân Chánh Hiệp,Quận 12,50.0,5,5,3,Nhà phố liền kề,Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,5790000000.0
Phường 17,Quận Gò Vấp,38.0,2,2,0,"Nhà ngõ, hẻm",,,0,4150000000.0000005
Phường Tân Thới Hiệp,Quận 12,86.0,2,3,2,Nhà phố liền kề,Hoàn thiện cơ bản,Nhà nở hậu,0,4500000000.0
Xã Phạm Văn Hai,Huyện Bình Chánh,40.5,3,2,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,485000000.0
Xã Tân Nhựt,Huyện Bình Chánh,100.0,2,2,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,1500000000.0
Xã Tân Hiệp,Huyện Hóc Môn,50.0,2,1,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Đất chưa chuyển thổ,Hẻm xe hơi",0,700000000.0
Phường 22,Quận Bình Thạnh,24.0,2,2,2,"Nhà ngõ, hẻm",,Nhà nở hậu,0,2900000000.0
Phường 12,Quận 6,33.0,3,0,0,"Nhà ngõ, hẻm",,,0,3850000000.0
Phường 15,Quận 8,67.0,3,1,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4500000000.0
Phường Hiệp Thành,Quận 12,18.9,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,790000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,40.0,3,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,4000000000.0
Phường 16,Quận 8,57.0,2,0,0,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,3300000000.0
Phường Bình Trị Đông B,Quận Bình Tân,80.0,4,6,4,"Nhà mặt phố, mặt tiền",,,0,10700000000.0
Xã Xuân Thới Đông,Huyện Hóc Môn,85.0,5,5,0,"Nhà ngõ, hẻm",,Nhà nở hậu,0,2550000000.0
Phường 8,Quận Tân Bình,33.0,3,3,4,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5800000000.0
Xã Vĩnh Lộc A,Huyện Bình Chánh,56.0,4,3,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà chưa hoàn công,Đất chưa chuyển thổ",0,1900000000.0
Phường Tân Chánh Hiệp,Quận 12,126.0,3,0,0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6650000000.0
Phường Sơn Kỳ,Quận Tân Phú,62.0,2,2,2,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,5300000000.0
Phường Hiệp Thành,Quận 12,42.0,2,2,1,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,Hẻm xe hơi,0,3280000000.0
Phường Bình Hưng Hòa,Quận Bình Tân,58.8,4,5,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6400000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,85.0,4,5,0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,8900000000.0
Phường 9,Quận Gò Vấp,48.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4099999999.9999995
Phường 14,Quận Tân Bình,60.0,3,4,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,1,6500000000.0
Phường 17,Quận Gò Vấp,58.0,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,4900000000.0
Phường Bình Trị Đông,Quận Bình Tân,10.0,2,1,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,650000000.0
Phường 14,Quận Gò Vấp,30.0,3,3,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,3450000000.0
Phường Bình Trị Đông A,Quận Bình Tân,65.0,5,6,5,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,6300000000.0
Phường 6,Quận Gò Vấp,80.0,5,6,5,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,11600000000.0
Phường 12,Quận Gò Vấp,36.0,3,3,0,"Nhà ngõ, hẻm",,,0,4750000000.0
Phường Bình Trị Đông A,Quận Bình Tân,60.0,5,5,5,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,4700000000.0
Xã Bình Chánh,Huyện Bình Chánh,100.0,3,2,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,1100000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,70.0,4,3,2,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4300000000.0
Xã Đông Thạnh,Huyện Hóc Môn,66.0,3,3,0,"Nhà mặt phố, mặt tiền",,,0,2800000000.0
Xã Tân Phú Trung,Huyện Củ Chi,140.0,2,0,0,"Nhà ngõ, hẻm",,,0,670000000.0
Phường 14,Quận 10,30.0,2,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6500000000.0
Phường 9,Quận Gò Vấp,72.0,5,5,4,"Nhà mặt phố, mặt tiền",,,1,6000000000.0
Phường 21,Quận Bình Thạnh,36.0,3,4,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,7300000000.0
Phường 16,Quận Gò Vấp,48.0,4,5,0,"Nhà mặt phố, mặt tiền",,,0,6350000000.0
Phường 17,Quận Gò Vấp,55.0,5,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5000000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,46.5,2,2,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hẻm xe hơi,0,4280000000.0000005
Phường Bình Trị Đông A,Quận Bình Tân,74.0,3,3,3,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",0,6000000000.0
Phường Tân Hưng Thuận,Quận 12,35.0,2,0,0,"Nhà ngõ, hẻm",,,0,1500000000.0
Phường 3,Quận Gò Vấp,60.0,2,3,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6600000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,112.0,6,6,4,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,12000000000.0
Phường 10,Quận Tân Bình,24.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,3390000000.0
Phường Hiệp Tân,Quận Tân Phú,64.0,4,4,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,7900000000.0
Phường Linh Xuân (Quận Thủ Đức cũ),Thành phố Thủ Đức,55.0,3,0,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,4400000000.0
Xã Xuân Thới Thượng,Huyện Hóc Môn,34.8,2,1,1,"Nhà ngõ, hẻm",,,0,840000000.0
Phường An Lạc A,Quận Bình Tân,90.0,4,4,4,"Nhà mặt phố, mặt tiền",,,0,9000000000.0
Phường Bình Trị Đông,Quận Bình Tân,72.5,3,2,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4400000000.0
Phường An Lạc A,Quận Bình Tân,67.5,4,4,33,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,0,6800000000.0
Xã Tân Phú Trung,Huyện Củ Chi,20.0,2,1,1,"Nhà mặt phố, mặt tiền",,,0,700000000.0
Phường Bình Trị Đông,Quận Bình Tân,56.0,3,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4000000000.0
Phường Đông Hưng Thuận,Quận 12,60.0,2,1,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,5290000000.0
Phường 7,Quận 8,77.8,2,1,1,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu,Hiện trạng khác",0,4800000000.0
Phường Linh Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,61.0,3,3,2,"Nhà mặt phố, mặt tiền",,,0,4150000000.0000005
Phường 11,Quận Gò Vấp,56.0,3,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6450000000.0
Phường 3,Quận 11,18.0,2,2,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hiện trạng khác,0,1700000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,85.0,4,5,0,"Nhà mặt phố, mặt tiền",,,0,8600000000.0
Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,66.0,4,4,4,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,Hẻm xe hơi,0,8000000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,64.0,4,5,4,"Nhà ngõ, hẻm",,,0,7500000000.0
Phường Thạnh Xuân,Quận 12,76.0,3,4,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,5650000000.0
Xã Vĩnh Lộc B,Huyện Bình Chánh,85.0,4,4,3,Nhà phố liền kề,Bàn giao thô,Nhà dính quy hoạch / lộ giới,0,7000000000.0
Phường Tân Quý,Quận Tân Phú,68.0,5,4,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6700000000.0
Phường Tân Quy,Quận 7,36.0,4,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6500000000.0
Phường Phước Long A (Quận 9 cũ),Thành phố Thủ Đức,89.0,2,0,0,"Nhà mặt phố, mặt tiền",,Nhà nở hậu,1,6950000000.0
Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,80.0,3,1,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4650000000.0
Xã Phước Vĩnh An,Huyện Củ Chi,50.0,8,6,0,"Nhà ngõ, hẻm",Bàn giao thô,Hẻm xe hơi,0,730000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,30.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,Nhà nở hậu,0,3250000000.0
Phường 9,Quận Phú Nhuận,32.0,3,4,4,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,6850000000.0
Phường 14,Quận Gò Vấp,24.0,2,0,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,1450000000.0
Phường Tân Hưng Thuận,Quận 12,48.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,3550000000.0
Phường Hiệp Thành,Quận 12,90.0,2,1,1,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3500000000.0
Phường Phú Thuận,Quận 7,44.0,4,4,3,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,4900000000.0
Phường 1,Quận Bình Thạnh,46.0,4,5,5,"Nhà ngõ, hẻm",,,0,6900000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,20.0,2,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,1650000000.0
Phường 12,Quận Gò Vấp,41.0,2,2,2,"Nhà ngõ, hẻm",,,0,3000000000.0
Phường Bình Hưng Hòa,Quận Bình Tân,54.0,3,3,3,Nhà phố liền kề,Nội thất đầy đủ,Hẻm xe hơi,0,4750000000.0
Xã Trung Chánh,Huyện Hóc Môn,20.0,2,2,1,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,0,670000000.0
Phường 11,Quận Gò Vấp,72.0,5,5,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6000000000.0
Phường Tân Kiểng,Quận 7,40.35,2,2,3,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Nhà nở hậu,Hiện trạng khác",1,2300000000.0
Phường 13,Quận Tân Bình,75.5,5,5,4,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,14000000000.0
Phường Bình Trị Đông,Quận Bình Tân,48.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,3870000000.0
Phường Tân Phú,Quận 7,72.0,4,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Nhà nở hậu,Hẻm xe hơi",1,5500000000.0
Phường 9,Quận 8,25.5,2,3,3,"Nhà ngõ, hẻm",,,0,2950000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,25.0,4,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,1490000000.0
Phường 16,Quận Gò Vấp,83.0,5,0,0,"Nhà ngõ, hẻm",,,0,7100000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,24.0,2,2,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,2880000000.0
Phường 12,Quận Bình Thạnh,50.0,3,4,3,Nhà phố liền kề,Nội thất cao cấp,"Hẻm xe hơi,Nhà nở hậu",0,6950000000.0
Phường Tân Chánh Hiệp,Quận 12,70.0,3,3,1,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,4099999999.9999995
Phường Tân Quy,Quận 7,19.0,1,1,1,"Nhà ngõ, hẻm",,Hiện trạng khác,0,890000000.0
Phường Phú Thuận,Quận 7,92.0,2,1,1,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,8000000000.0
Phường 11,Quận Gò Vấp,40.0,3,3,3,"Nhà ngõ, hẻm",Nội thất cao cấp,Hẻm xe hơi,1,2550000000.0
Xã Xuân Thới Sơn,Huyện Hóc Môn,47.97,2,2,0,"Nhà ngõ, hẻm",,,1,355000000.0
Phường Hiệp Thành,Quận 12,50.0,4,5,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,1,4550000000.0
Phường Bình Trị Đông A,Quận Bình Tân,64.0,4,5,3,Nhà biệt thự,Nội thất đầy đủ,,0,6900000000.0
Phường 9,Quận 8,30.0,2,2,1,"Nhà ngõ, hẻm",,Nhà nở hậu,0,3790000000.0
Phường 13,Quận Bình Thạnh,67.0,4,0,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,7500000000.0
Phường 14,Quận 10,75.0,2,0,2,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,10900000000.0
Phường Nguyễn Cư Trinh,Quận 1,31.0,2,2,2,"Nhà mặt phố, mặt tiền",,Hẻm xe hơi,0,8500000000.0
Xã Tân Hiệp,Huyện Hóc Môn,101.0,4,4,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,3999000000.0
Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,90.0,2,1,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Hẻm xe hơi,Nhà nở hậu",0,6500000000.0
Phường Tân Chánh Hiệp,Quận 12,110.0,3,3,0,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,4999000000.0
Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,72.0,3,3,3,"Nhà ngõ, hẻm",,Hẻm xe hơi,0,6800000000.0
Phường Bình Trị Đông,Quận Bình Tân,44.0,5,3,6,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,6500000000.0
Phường 13,Quận 10,57.8,2,1,2,"Nhà ngõ, hẻm",,,0,6100000000.0
Phường 12,Quận Gò Vấp,80.0,5,4,4,"Nhà ngõ, hẻm",,"Hẻm xe hơi,Nhà nở hậu",1,6499000000.0
Phường Linh Xuân (Quận Thủ Đức cũ),Thành phố Thủ Đức,120.0,8,6,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4500000000.0
Xã Xuân Thới Sơn,Huyện Hóc Môn,48.0,3,2,2,Nhà phố liền kề,,Hẻm xe hơi,1,580000000.0
Xã Phạm Văn Hai,Huyện Bình Chánh,118.0,2,1,0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Hiện trạng khác,0,2250000000.0
Phường 22,Quận Bình Thạnh,117.0,8,0,0,"Nhà ngõ, hẻm",,,0,10500000000.0
Phường 11,Quận Bình Thạnh,79.0,6,6,4,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,11500000000.0
Phường 5,Quận Phú Nhuận,25.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,2680000000.0
Phường 15,Quận 8,14.0,1,1,0,"Nhà ngõ, hẻm",,,0,650000000.0
Phường 10,Quận Gò Vấp,12.5,2,1,1,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,0,1610000000.0
Thị trấn Nhà Bè,Huyện Nhà Bè,25.0,2,2,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,"Hẻm xe hơi,Nhà nở hậu",0,2650000000.0
Phường 15,Quận Gò Vấp,56.0,4,3,3,"Nhà ngõ, hẻm",Nội thất đầy đủ,,0,5150000000.0
Phường Hiệp Thành,Quận 12,36.0,2,2,2,"Nhà ngõ, hẻm",Nội thất cao cấp,,0,3680000000.0
Xã Trung Chánh,Huyện Hóc Môn,125.0,4,0,2,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,"Đất chưa chuyển thổ,Nhà chưa hoàn công",0,3100000000.0
Phường Bình Hưng Hoà A,Quận Bình Tân,43.0,4,3,3,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Hẻm xe hơi,0,4850000000.0
Phường 15,Quận 8,40.17,4,3,4,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,0,4200000000.0
Xã Thới Tam Thôn,Huyện Hóc Môn,97.0,3,3,2,"Nhà ngõ, hẻm",Nội thất đầy đủ,Hẻm xe hơi,0,4300000000.0
Phường Bình Hưng Hòa,Quận Bình Tân,40.0,2,0,0,"Nhà ngõ, hẻm",,,0,3800000000.0
