price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
"11,50 tỷ","Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","88,46 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,130 m²,6 m,22 m
"4,90 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","61,25 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,5 m,16 m
"5,19 tỷ","Đường số 24, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","63,29 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",82 m²,4.1 m,19.5 m
"4,60 tỷ","Đường số 16, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","57,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",80 m²,4 m,20 m
4 tỷ,"Đường Trung An, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh",4 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư 1 phần,Hẻm xe hơi",1000 m²,21 m,49 m
"4,35 tỷ","Đường Ngô Chí Quốc, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","19,59 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Mặt tiền",222 m²,10 m,23 m
"3,75 tỷ","Đường Số 11, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","72,12 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,52 m²,4 m,13 m
"3,85 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,25 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",59 m²,4 m,14.8 m
"5,90 tỷ","Đường Trung Lập, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh","6,34 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,931 m²,18 m,
"1,50 tỷ","Đường Hồ Văn Tắng, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","7,94 triệu/m²",,Đã có sổ,Đất thổ cư,,189 m²,8.9 m,21 m
"14,50 tỷ","Đường Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","58,94 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,246 m²,5 m,
"4,70 tỷ","Đường số 10, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","54,65 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,,86 m²,4.01 m,21.6 m
"6,80 tỷ","Đường Liên ấp 2-3, Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","6,80 triệu/m²",,Đã có sổ,Đất nông nghiệp,"Mặt tiền,Chưa có thổ cư",1000 m²,20 m,50 m
710 triệu,"Đường Nguyễn Văn Khạ, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh","2,98 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",238 m²,7 m,34 m
5 tỷ,"Đường số 8, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","56,18 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,,6 m,14 m
12 tỷ,"Đường Số 9, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,120 m²,6 m,20 m
"4,69 tỷ","Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",67 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi",70 m²,5 m,14 m
"6,60 tỷ","215 , Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",110 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",60 m²,4 m,15 m
510 triệu,"nguyễn văn tỷ, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","3,40 triệu/m²",,Đã có sổ,Đất thổ cư,,150 m²,5 m,30 m
"13,98 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","34,35 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",407 m²,12.3 m,25 m
"3,20 tỷ",Cập nhật 9 giờ trước,"5,56 triệu/m²",,Đã có sổ,Đất nông nghiệp,,575.9 m²,,
"3,10 tỷ",an phú đông 10,"59,62 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,52 m²,4 m,13 m
"16,50 tỷ","Đường Út Trà Ôn, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","82,50 triệu/m²",Đông Bắc,Đã có sổ,Đất nền dự án,Mặt tiền,,10 m,20 m
"3,79 tỷ","Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","68,91 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,55 m²,4.1 m,14 m
"3,30 tỷ","Nhị Bình , Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","16,50 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,200 m²,4 m,50 m
"5,25 tỷ","Đường Số 8, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","103,96 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",50.5 m²,4.22 m,11.8 m
650 triệu,"QL22, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","3,25 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",200 m²,7 m,28 m
"8,82 tỷ","Thửa 1145, Đình Phong Phú, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",105 triệu/m²,Bắc,Đã có sổ,Đất thổ cư,,,5 m,16.8 m
"2,75 tỷ","Đường Lê Thị Kim, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","28,95 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,95 m²,5.5 m,17 m
"4,80 tỷ","lê văn lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",32 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,150 m²,7.2 m,21 m
"4,20 tỷ","Đường An Hội, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","79,25 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,53 m²,3.8 m,14 m
"4,80 tỷ","Đường 10, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,06 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",102 m²,6 m,17 m
"2,95 tỷ","Đường chùa Liên Hương, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","15,05 triệu/m²",Đông,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,196 m²,4.5 m,45 m
"4,30 tỷ","Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh",43 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,100 m²,5 m,20 m
735 triệu,"Đường Huỳnh Văn Cọ, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","3,68 triệu/m²",,Đã có sổ,Đất thổ cư,,200 m²,10 m,20 m
"2,95 tỷ",Cập nhật 10 giờ trước,59 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,50 m²,,
"4,80 tỷ","Đường Tỉnh lộ 7, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","8,96 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Chưa có thổ cư,Thổ cư 1 phần",536 m²,7 m,70 m
18 tỷ,"Đường số 4, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","139,53 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",129 m²,10 m,20 m
"1,20 tỷ","Hồ Thị Lai, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","10,43 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",115 m²,5 m,21 m
"6,98 tỷ","Xtt59, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","43,63 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,160 m²,8 m,20 m
45 tỷ,"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","166,67 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",270 m²,13.5 m,20 m
750 triệu,Đường Lưu Khai Hồng,"3,75 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ,Hẻm xe hơi",200 m²,10 m,20 m
"2,48 tỷ","Đường Long Phước, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",40 triệu/m²,Đông Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,62 m²,4 m,15.5 m
"4,34 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,07 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Nở hậu",66.7 m²,4 m,17 m
"3,50 tỷ","Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","41,18 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",85 m²,8.2 m,10.5 m
750 triệu,"hẻm 190, Đường Nguyễn Xiển, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","13,89 triệu/m²",Nam,Đã có sổ,Đất công nghiệp,Hẻm xe hơi,,4.5 m,12 m
"1,15 tỷ",Đường Bình Mỹ,"5,75 triệu/m²",,Đã có sổ,Đất nền dự án,Hẻm xe hơi,200 m²,8 m,25 m
"4,59 tỷ","Liên Khu 2.5, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","74,03 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",62 m²,4.5 m,15 m
"7,50 tỷ",Cập nhật 10 giờ trước,"63,94 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",117.3 m²,,
540 triệu,Đường Nhữ Tiến Hiến,"2,40 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu",225 m²,11 m,20 m
"4,35 tỷ","Hẻm 668 Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","73,73 triệu/m²",,Đã có sổ,Đất nền dự án,"Hẻm xe hơi,Thổ cư toàn bộ",59 m²,4 m,15 m
"7,60 tỷ","Đường 64 BTĐ, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",95 triệu/m²,Đông,Đã có sổ,Đất nền dự án,"Mặt tiền,Thổ cư toàn bộ",80 m²,4 m,20 m
"4,47 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","77,14 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",58 m²,4 m,14 m
57 tỷ,"Đường Ngô Chí Quốc, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",19 triệu/m²,,Đã có sổ,Đất thổ cư,,3000 m²,38 m,80 m
"4,80 tỷ","Đường số 10, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","55,81 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",86 m²,4 m,21 m
630 triệu,"Đường Nguyễn Thị Rành, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh","3,89 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",162 m²,6 m,27 m
"5,40 tỷ","Đường Số 8, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","62,79 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",86 m²,4 m,21.5 m
7 tỷ,"Đường Số 37, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","96,82 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",72.3 m²,4.5 m,16 m
"3,85 tỷ","Đường Hoàng Hữu Nam, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","71,96 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,53.5 m²,4.3 m,13 m
"2,55 tỷ","Đường Long Phước, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","43,97 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,58 m²,4 m,14.5 m
3 tỷ,"Đường Nguyễn Duy Trinh, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,46 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",78 m²,5.8 m,12 m
575 triệu,"Đường Tỉnh lộ 2, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh","3,19 triệu/m²",,Đã có sổ,Đất thổ cư,,180 m²,6 m,30 m
"3,25 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",65 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",50 m²,4 m,12.5 m
36 tỷ,"160, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","63,72 triệu/m²",,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,565 m²,22.85 m,24.73 m
"1,20 tỷ","Đường Bến Than, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","9,84 triệu/m²",,Đã có sổ,Đất thổ cư,,122 m²,5 m,24 m
"3,68 tỷ","Hẻm 95 Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","49,07 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi",75 m²,5 m,15 m
"3,90 tỷ",Cập nhật 10 giờ trước,"55,71 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",70 m²,,
"4,35 tỷ",Cập nhật 10 giờ trước,"41,43 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",105 m²,,
750 triệu,"Đường Tỉnh Lộ 2, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","3,13 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",240 m²,8 m,30 m
"1,09 tỷ",Cập nhật 10 giờ trước,"21,80 triệu/m²",,Đã có sổ,Đất thổ cư,,50 m²,,
"3,20 tỷ","Đường Tân Hòa 2, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","24,43 triệu/m²",,Đã có sổ,Đất thổ cư,Thổ cư 1 phần,131 m²,7 m,19 m
"2,33 tỷ","Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","44,81 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,52 m²,4 m,13 m
"2,99 tỷ","Đường Tỉnh lộ 43, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","42,11 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",71 m²,4 m,18 m
"2,70 tỷ","Lô đất D37, Đường Long Phước, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",54 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,,4 m,15 m
"10,90 tỷ","Đường Nguyễn Lương Bằng nối dài, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","101,40 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,107.5 m²,5 m,21.5 m
"2,88 tỷ",Cập nhật 10 giờ trước,"55,38 triệu/m²",,Đã có sổ,Đất nền dự án,Hẻm xe hơi,52 m²,,
"10,48 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","52,40 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",200 m²,10 m,31 m
"8,95 tỷ","Phước Long B, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","79,91 triệu/m²",Đông Bắc,Đã có sổ,Đất nền dự án,"Mặt tiền,Thổ cư toàn bộ",112 m²,5 m,22.5 m
500 triệu,"Đường Liên Ấp 3-4, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","9,62 triệu/m²",Tây,Sổ chung / công chứng vi bằng,Đất nông nghiệp,Hẻm xe hơi,52 m²,4 m,13 m
"2,70 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",45 triệu/m²,Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần",,4 m,15 m
"4,20 tỷ","Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","52,50 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,4 m,20 m
"6,10 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",61 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,100 m²,5 m,20 m
"6,30 tỷ","Số, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",63 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"2,80 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","58,33 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,48 m²,10 m,4.8 m
"4,70 tỷ","Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","65,28 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",72 m²,4.8 m,15 m
"3,30 tỷ","Nguyễn Xiển, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",55 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Hẻm xe hơi",60 m²,4 m,15 m
"3,30 tỷ","Đường số 6, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,14 triệu/m²",,Đã có sổ,Đất nền dự án,Hẻm xe hơi,70 m²,4 m,17.5 m
39 tỷ,Cập nhật 11 giờ trước,"31,66 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,1232 m²,,
"5,40 tỷ","496/56/20, Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh","131,71 triệu/m²",Tây Nam,Đang chờ sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",41 m²,4.2 m,8 m
"3,45 tỷ","Đường Thạnh Lộc 37, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","41,07 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,84 m²,4 m,21 m
510 triệu,"Đường Bà Điểm 5, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",17 triệu/m²,Đông,Đã có sổ,Đất thổ cư,,30 m²,3 m,10 m
"3,65 tỷ",Cập nhật 11 giờ trước,"58,87 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",62 m²,,
"3,25 tỷ","Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","64,48 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,50.4 m²,4.2 m,
"8,50 tỷ","402, Đường Nhị Bình 2, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","20,24 triệu/m²",Đông Nam,Đã có sổ,Đất công nghiệp,Mặt tiền,420 m²,35 m,12 m
40 tỷ,"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,34 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,845 m²,26 m,32.5 m
"6,50 tỷ","Đường Nhị Bình 9, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","11,73 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi",554 m²,32 m,17 m
"14,80 tỷ",Cập nhật 6 phút trước,"123,33 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,120 m²,,
130 tỷ,"Đường Rừng Sác, Xã An Thới Đông, Huyện Cần Giờ, Tp Hồ Chí Minh",26 triệu/m²,Tây,Đã có sổ,Đất nông nghiệp,"Nở hậu,Mặt tiền,Không có thổ cư",5000 m²,42 m,120 m
"5,70 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","39,72 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",143.5 m²,8 m,20 m
"6,20 tỷ","Hẻm 345 Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","48,51 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,127.8 m²,8 m,16 m
"8,20 tỷ","Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","65,60 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",,4 m,31.3 m
"8,20 tỷ","Dương Đình HỘI, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","96,47 triệu/m²",,Đã có sổ,Đất nền dự án,Mặt tiền,85 m²,5 m,
1 tỷ,"Đường Tỉnh lộ 7, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","1,31 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,764 m²,15 m,54 m
"1,60 tỷ","Đường Trải Đá, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh","8,89 triệu/m²",,Đang chờ sổ,Đất thổ cư,,180 m²,6 m,30 m
750 triệu,"Đường Trải Đá, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","1,42 triệu/m²",,Đã có sổ,Đất nông nghiệp,,530 m²,12 m,44 m
"14,50 tỷ","Đường Hiệp Bình, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","64,44 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,225 m²,7.9 m,29 m
"2,90 tỷ","Đường 762, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh","3,87 triệu/m²",,Đã có sổ,Đất thổ cư,,750 m²,10 m,75 m
"2,40 tỷ","Tỉnh lộ 15, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh","4,52 triệu/m²",,Đã có sổ,Đất nông nghiệp,,531 m²,10 m,50 m
"6,90 tỷ","Đường Dự án đường Vành đai 2, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","84,66 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,81.5 m²,4.6 m,17 m
"7,89 tỷ","Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","33,15 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,238 m²,10 m,24 m
"3,65 tỷ","Đường Liêu Bình Hương, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","16,52 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",221 m²,5 m,45 m
30 tỷ,"Đường Số 4, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","39,22 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,765 m²,24 m,33 m
"3,50 tỷ","Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","58,33 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",60 m²,4 m,15 m
980 triệu,"Đường Huỳnh Văn Cọ, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","10,21 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi,Mặt tiền",96 m²,5 m,19 m
500 triệu,"Đường Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","12,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi,Mặt tiền",40 m²,4 m,10 m
"2,85 tỷ","Đường số 1, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","54,81 triệu/m²",,Đã có sổ,Đất nền dự án,Hẻm xe hơi,52 m²,4 m,13 m
